id,postcode,"woonplaats","alternatieve_schrijfwijzen","gemeente","provincie","netnummer",latitude,longitude,"soort"
2115,5160,"Sprang-Capelle","SPRANG CAPELLE","Waalwijk","Noord-Brabant","0416",51.6901729,5.0531762,"Postbus"
2116,5161,"Sprang-Capelle","SPRANG CAPELLE","Waalwijk","Noord-Brabant","0416",51.680119,5.0113884,"Adres"
2117,5165,"Waspik","","Waalwijk","Noord-Brabant","0416",51.685585,4.9495377,"Adres + Postbus"
2118,5170,"Kaatsheuvel","","Loon op Zand","Noord-Brabant","0416",51.6901729,5.0531762,"Postbus"
2119,5171,"Kaatsheuvel","","Loon op Zand","Noord-Brabant","0416",51.6541678,5.0493972,"Adres"
2120,5172,"Kaatsheuvel","","Loon op Zand","Noord-Brabant","0416",51.6514138,5.0212564,"Adres"
2121,5175,"Loon op Zand","","Loon op Zand","Noord-Brabant","0416",51.6270137,5.0720086,"Adres + Postbus"
2122,5176,"De Moer","","Loon op Zand","Noord-Brabant","013",51.6255918,5.0134146,"Adres"
2123,5200,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.677923,5.3295242,"Postbus"
2124,5201,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.677923,5.3295242,"Postbus"
2125,5202,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.677923,5.3295242,"Postbus"
2126,5203,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.677923,5.3295242,"Adres + Postbus"
2127,5211,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.6880132,5.3003778,"Adres"
2128,5212,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.6982002,5.3088676,"Adres"
2129,5213,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.6973184,5.3283426,"Adres"
2130,5215,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.6853624,5.3587915,"Adres"
2131,5216,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.6763611,5.3243259,"Adres"
2132,5221,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.7196067,5.2442077,"Adres"
2133,5222,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.6996622,5.2764209,"Adres"
2134,5223,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.6894723,5.2679461,"Adres"
2135,5224,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.6991519,5.2583334,"Adres"
2136,5231,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.7092682,5.2978852,"Adres"
2137,5232,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.7077994,5.3303528,"Adres"
2138,5233,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.7185768,5.3258671,"Adres"
2139,5234,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.7211356,5.2985109,"Adres"
2140,5235,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.7244073,5.3138772,"Adres"
2141,5236,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.737073,5.3261354,"Adres"
2142,5237,"'s-Hertogenbosch","S HERTOGENBOSCH;Den Bosch","'s-Hertogenbosch","Noord-Brabant","073",51.7308226,5.2888925,"Adres"
2143,5240,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.7184144,5.363585,"Postbus"
2144,5241,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.716667,5.366667,"Adres"
2145,5242,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.7066174,5.3563373,"Adres"
2146,5243,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.7226852,5.3807543,"Adres"
2147,5244,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.7153134,5.397367,"Adres"
2148,5245,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.728471,5.340877,"Adres"
2149,5246,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.7019687,5.3423362,"Adres"
2150,5247,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.7347031,5.3781601,"Adres + Postbus"
2151,5248,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.7048327,5.3953314,"Adres"
2152,5249,"Rosmalen","","'s-Hertogenbosch","Noord-Brabant","073",51.746765,5.4034816,"Adres"
2153,5250,"Vlijmen","VLYMEN","Heusden","Noord-Brabant","073",51.57523,4.9720774,"Postbus"
2154,5251,"Vlijmen","VLYMEN","Heusden","Noord-Brabant","073",51.6893101,5.2123541,"Adres"
2155,5252,"Vlijmen","VLYMEN","Heusden","Noord-Brabant","073",51.6986978,5.2092136,"Adres"
2156,5253,"Nieuwkuijk","NIEUWKUYK","Heusden","Noord-Brabant","073",51.6903595,5.1780672,"Adres"
2157,5254,"Haarsteeg","ww","Heusden","Noord-Brabant","073",51.7102766,5.1984482,"Adres"
2158,5256,"Heusden","","Heusden","Noord-Brabant","0416",51.733889,5.138333,"Adres + Postbus"
2159,5258,"Berlicum","","Sint-Michielsgestel","Noord-Brabant","073",51.6788511,5.4012001,"Adres + Postbus"
2160,5260,"Vught","","Vught","Noord-Brabant","073",51.6574409,5.2994167,"Postbus"
2161,5261,"Vught","","Vught","Noord-Brabant","073",51.642759,5.3080903,"Adres"
2162,5262,"Vught","","Vught","Noord-Brabant","073",51.6334555,5.2801899,"Adres"
2163,5263,"Vught","","Vught","Noord-Brabant","073",51.6577478,5.2684699,"Adres"
2164,5264,"Vught","","Vught","Noord-Brabant","073",51.6765183,5.262223,"Adres"
2165,5266,"Cromvoirt","","Vught","Noord-Brabant","0411",51.6612638,5.2298416,"Adres"
2166,5268,"Helvoirt","","Haaren","Noord-Brabant","0411",51.630874,5.2301204,"Adres + Postbus"
2167,5270,"Sint-Michielsgestel","ST MICHIELSGESTEL","Sint-Michielsgestel","Noord-Brabant","073",51.6411669,5.3438558,"Postbus"
2168,5271,"Sint-Michielsgestel","ST MICHIELSGESTEL","Sint-Michielsgestel","Noord-Brabant","073",51.6514662,5.3489892,"Adres"
2169,5272,"Sint-Michielsgestel","ST MICHIELSGESTEL","Sint-Michielsgestel","Noord-Brabant","073",51.6410946,5.3592565,"Adres"
2170,5275,"Den Dungen","","Sint-Michielsgestel","Noord-Brabant","073",51.6653323,5.3717239,"Adres + Postbus"
2171,5280,"Boxtel","","Boxtel","Noord-Brabant","0411",51.5922927,5.3162236,"Postbus"
2172,5281,"Boxtel","","Boxtel","Noord-Brabant","0411",51.5750154,5.288657,"Adres"
2173,5282,"Boxtel","","Boxtel","Noord-Brabant","0411",51.5987046,5.2899014,"Adres"
2174,5283,"Boxtel","","Boxtel","Noord-Brabant","0411",51.5963601,5.341663,"Adres"
2175,5291,"Gemonde","","Sint-Michielsgestel","Noord-Brabant","073",51.6117629,5.3511555,"Adres"
2176,5292,"Gemonde","","Sint-Michielsgestel","Noord-Brabant","073",51.6210449,5.3790913,"Adres"
2177,5293,"Gemonde","","Sint-Michielsgestel","Noord-Brabant","073",51.6271683,5.3606587,"Adres"
2178,5294,"Gemonde","","Sint-Michielsgestel","Noord-Brabant","073",51.6121094,5.3724606,"Adres"
2179,5296,"Esch","","Haaren","Noord-Brabant","0411",51.611461,5.2901588,"Adres"
2180,5298,"Liempde","","Boxtel","Noord-Brabant","0411",51.569362,5.3723188,"Adres + Postbus"
2181,5300,"Zaltbommel","","Zaltbommel","Gelderland","0418",51.8113393,5.2495298,"Postbus"
2182,5301,"Zaltbommel","","Zaltbommel","Gelderland","0418",51.80296,5.2730973,"Adres"
2183,5302,"Zaltbommel","","Zaltbommel","Gelderland","0418",51.7973454,5.2507036,"Adres"
2184,5305,"Zuilichem","","Zaltbommel","Gelderland","0418",51.8080071,5.1358349,"Adres"
2185,5306,"Brakel","","Zaltbommel","Gelderland","0418",51.8186409,5.0934983,"Adres + Postbus"
2186,5307,"Poederoijen","POEDEROYEN","Zaltbommel","Gelderland","0418",51.7846183,5.0788795,"Adres"
2187,5308,"Aalst","","Zaltbommel","Gelderland","0418",51.7822878,5.1260223,"Adres + Postbus"
2188,5310,"Gameren","","Zaltbommel","Gelderland","0418",51.8833486,5.1529531,"Postbus"
2189,5311,"Gameren","","Zaltbommel","Gelderland","0418",51.8021249,5.2071399,"Adres"
2190,5313,"Nieuwaal","","Zaltbommel","Gelderland","0418",51.8098893,5.1790214,"Adres"
2191,5314,"Bruchem","","Zaltbommel","Gelderland","0418",51.7867535,5.2383323,"Adres"
2192,5315,"Kerkwijk","KERKWYK","Zaltbommel","Gelderland","0418",51.7750073,5.2195059,"Adres"
2193,5316,"Delwijnen","DELWYNEN","Zaltbommel","Gelderland","0418",51.770395,5.1879073,"Adres"
2194,5317,"Nederhemert","","Zaltbommel","Gelderland","0418",51.762778,5.161667,"Adres"
2195,5318,"Bern","","Zaltbommel","Gelderland","0418",51.7483122,5.1656063,"Adres"
2196,5320,"Hedel","","Maasdriel","Gelderland","073",51.7435935,5.2627663,"Postbus"
2197,5321,"Hedel","","Maasdriel","Gelderland","073",51.7460077,5.2600561,"Adres"
2198,5324,"Ammerzoden","","Maasdriel","Gelderland","073",51.7481635,5.2227623,"Adres + Postbus"
2199,5325,"Well","","","Gelderland","073",51.7444609,5.204966,"Adres"
2200,5327,"Hurwenen","","Maasdriel","Gelderland","0418",51.8114711,5.3139749,"Adres"
2201,5328,"Rossum","","Maasdriel","Gelderland","0418",51.8018021,5.3354909,"Adres + Postbus"
2202,5330,"Kerkdriel","","Maasdriel","Gelderland","0418",51.7714743,5.3382611,"Postbus"
2203,5331,"Kerkdriel","","Maasdriel","Gelderland","0418",51.7711528,5.3380468,"Adres"
2204,5333,"Hoenzadriel","","Maasdriel","Gelderland","0418",51.7541878,5.3293322,"Adres"
2205,5334,"Velddriel","","Maasdriel","Gelderland","0418",51.7693183,5.3043655,"Adres"
2206,5335,"Alem","","Maasdriel","Gelderland","0418",51.7875937,5.3408986,"Adres"
2207,5340,"Oss","","Oss","Noord-Brabant","0412",51.786643,5.5215572,"Postbus"
2208,5341,"Oss","","Oss","Noord-Brabant","0412",51.7678306,5.5194504,"Adres"
2209,5342,"Oss","","Oss","Noord-Brabant","0412",51.747791,5.5516845,"Adres"
2210,5343,"Oss","","Oss","Noord-Brabant","0412",51.7468601,5.5152837,"Adres"
2211,5344,"Oss","","Oss","Noord-Brabant","0412",51.7527139,5.5032807,"Adres"
2212,5345,"Oss","","Oss","Noord-Brabant","0412",51.7718281,5.4906061,"Adres"
2213,5346,"Oss","","Oss","Noord-Brabant","0412",51.7810937,5.5187925,"Adres"
2214,5347,"Oss","","Oss","Noord-Brabant","0412",51.7823319,5.5487034,"Adres"
2215,5348,"Oss","","Oss","Noord-Brabant","0412",51.7718443,5.5466077,"Adres"
2216,5349,"Oss","","Oss","Noord-Brabant","0412",51.7610501,5.5510411,"Adres"
2217,5351,"Berghem","","Oss","Noord-Brabant","0412",51.7709329,5.5684345,"Adres"
2218,5360,"Grave","","Grave","Noord-Brabant","0486",51.7632906,5.7331862,"Postbus"
2219,5361,"Grave","","Grave","Noord-Brabant","0486",51.7589248,5.7383579,"Adres"
2220,5363,"Velp","","Grave","Noord-Brabant","0486",51.7492525,5.716923,"Adres"
2221,5364,"Escharen","","Grave","Noord-Brabant","0486",51.7411436,5.7536682,"Adres"
2222,5366,"Megen","","Oss","Noord-Brabant","0412",51.8213739,5.5636481,"Adres"
2223,5367,"Macharen","","Oss","Noord-Brabant","0412",51.8043581,5.5453565,"Adres"
2224,5368,"Haren","","Oss","Noord-Brabant","0412",51.8014577,5.5849108,"Adres"
2225,5370,"Ravenstein","","Oss","Noord-Brabant","0486",51.8321163,5.5718883,"Postbus"
2226,5371,"Ravenstein","","Oss","Noord-Brabant","0486",51.7967784,5.6515008,"Adres"
2227,5373,"Herpen","","Oss","Noord-Brabant","0486",51.7719286,5.6419812,"Adres"
2228,5374,"Schaijk","SCHAYK","Landerd","Noord-Brabant","0486",51.7484858,5.6297284,"Adres + Postbus"
2229,5375,"Reek","","Landerd","Noord-Brabant","0486",51.7449838,5.6829659,"Adres + Postbus"
2230,5381,"Vinkel","","Maasdonk","Noord-Brabant","073",51.7175457,5.4634582,"Adres"
2231,5382,"Vinkel","","Maasdonk","Noord-Brabant","073",51.7107429,5.4391369,"Adres"
2232,5383,"Vinkel","","Maasdonk","Noord-Brabant","073",51.7061566,5.4809234,"Adres"
2233,5384,"Heesch","","Bernheze","Noord-Brabant","0412",51.7317098,5.5278266,"Adres + Postbus"
2234,5386,"Geffen","","Maasdonk","Noord-Brabant","073",51.7377855,5.4582737,"Adres + Postbus"
2235,5388,"Nistelrode","","Bernheze","Noord-Brabant","0412",51.7043949,5.5612692,"Adres + Postbus"
2236,5390,"Nuland","","Maasdonk","Noord-Brabant","073",51.7287354,5.433115,"Postbus"
2237,5391,"Nuland","","Maasdonk","Noord-Brabant","073",51.7317056,5.443243,"Adres"
2238,5392,"Nuland","","Maasdonk","Noord-Brabant","073",51.7301383,5.419946,"Adres"
2239,5394,"Oijen","","Lith","Noord-Brabant","0412",51.825144,5.5027547,"Adres"
2240,5395,"Teeffelen","","Lith","Noord-Brabant","0412",51.7980878,5.4946541,"Adres"
2241,5396,"Lithoijen","LITHOYEN","Lith","Noord-Brabant","0412",51.8009283,5.4591853,"Adres"
2242,5397,"Lith","","Lith","Noord-Brabant","0412",51.8065563,5.4399971,"Adres + Postbus"
2243,5398,"Maren-Kessel","MAREN KESSEL","Lith","Noord-Brabant","0412",51.7957011,5.3946991,"Adres"
2244,5400,"Uden","","Uden","Noord-Brabant","0413",51.6566022,5.6171875,"Postbus"
2245,5401,"Uden","","Uden","Noord-Brabant","0413",51.6578086,5.6092868,"Adres"
2246,5402,"Uden","","Uden","Noord-Brabant","0413",51.6679652,5.6179148,"Adres"
2247,5403,"Uden","","Uden","Noord-Brabant","0413",51.6673408,5.6309456,"Adres"
2248,5404,"Uden","","Uden","Noord-Brabant","0413",51.6516401,5.6277648,"Adres"
2249,5405,"Uden","","Uden","Noord-Brabant","0413",51.6507016,5.6473044,"Adres"
2250,5406,"Uden","","Uden","Noord-Brabant","0413",51.6719817,5.5891305,"Adres"
2251,5408,"Volkel","","Uden","Noord-Brabant","0413",51.6428528,5.6546035,"Adres"
2252,5409,"Odiliapeel","","Uden","Noord-Brabant","0413",51.6439997,5.7029224,"Adres"
2253,5410,"Zeeland","","Landerd","Noord-Brabant","0486",51.6410753,5.7690201,"Postbus"
2254,5411,"Zeeland","","Landerd","Noord-Brabant","0486",51.6971981,5.6733091,"Adres"
2255,5420,"Gemert","","Gemert-Bakel","Noord-Brabant","0492",51.5540689,5.6810997,"Postbus"
2256,5421,"Gemert","","Gemert-Bakel","Noord-Brabant","0492",51.5513033,5.6828876,"Adres"
2257,5422,"Gemert","","Gemert-Bakel","Noord-Brabant","0492",51.5632604,5.7083093,"Adres"
2258,5423,"Handel","","Gemert-Bakel","Noord-Brabant","0492",51.579495,5.7137118,"Adres"
2259,5424,"Elsendorp","","Gemert-Bakel","Noord-Brabant","0492",51.5807827,5.7692663,"Adres"
2260,5425,"Mortel","","Gemert-Bakel","Noord-Brabant","0492",51.5389606,5.7197279,"Adres"
2261,5427,"Boekel","","Boekel","Noord-Brabant","0492",51.6028789,5.6743158,"Adres + Postbus"
2262,5428,"Venhorst","","Boekel","Noord-Brabant","0492",51.6083485,5.7384754,"Adres"
2263,5430,"Cuijk","","Cuijk","Noord-Brabant","0485",51.7289292,5.878605,"Postbus"
2264,5431,"Cuijk","","Cuijk","Noord-Brabant","0485",51.7241898,5.8737216,"Adres"
2265,5432,"Cuijk","","Cuijk","Noord-Brabant","0485",51.7408809,5.8573828,"Adres"
2266,5433,"Katwijk","","Cuijk","Noord-Brabant","0485",51.7500836,5.8710693,"Adres"
2267,5434,"Vianen","","Cuijk","Noord-Brabant","0485",51.7177522,5.8599565,"Adres"
2268,5435,"Sint Agatha","ST AGATHA","Cuijk","Noord-Brabant","0485",51.7133941,5.9103669,"Adres"
2269,5437,"Beers","","Cuijk","Noord-Brabant","0485",51.7262186,5.8254961,"Adres"
2270,5438,"Gassel","","Grave","Noord-Brabant","0486",51.7404991,5.7805781,"Adres"
2271,5439,"Linden","","Cuijk","Noord-Brabant","0485",51.7492987,5.8333084,"Adres"
2272,5441,"Oeffelt","","Boxmeer","Noord-Brabant","0485",51.6928062,5.9386646,"Adres"
2273,5443,"Haps","","Cuijk","Noord-Brabant","0485",51.6896523,5.8625696,"Adres + Postbus"
2274,5445,"Landhorst","","Sint Anthonis","Noord-Brabant","0485",51.618252,5.7918908,"Adres"
2275,5446,"Wanroij","WANROY","Sint Anthonis","Noord-Brabant","0485",51.6565966,5.8221627,"Adres + Postbus"
2276,5447,"Rijkevoort","RYKEVOORT","Boxmeer","Noord-Brabant","0485",51.6577927,5.8851558,"Adres"
2277,5449,"Rijkevoort-De Walsert","","Sint Anthonis","Noord-Brabant","0485",51.646667,5.861111,"Adres"
2278,5450,"Mill","","Mill en Sint Hubert","Noord-Brabant","0485",51.6531351,5.8069413,"Postbus"
2279,5451,"Mill","","Mill en Sint Hubert","Noord-Brabant","0485",51.6877193,5.7845872,"Adres"
2280,5453,"Langenboom","","Mill en Sint Hubert","Noord-Brabant","0486",51.7022167,5.7291508,"Adres + Postbus"
2281,5454,"Sint Hubert","ST HUBERT","Mill en Sint Hubert","Noord-Brabant","0485",51.6781424,5.8098778,"Adres"
2282,5455,"Wilbertoord","","Mill en Sint Hubert","Noord-Brabant","0485",51.655076,5.7739829,"Adres"
2283,5460,"Veghel","","Veghel","Noord-Brabant","0413",51.607583,5.5362367,"Postbus"
2284,5461,"Veghel","","Veghel","Noord-Brabant","0413",51.6294996,5.5379369,"Adres"
2285,5462,"Veghel","","Veghel","Noord-Brabant","0413",51.6196479,5.5228611,"Adres"
2286,5463,"Veghel","","Veghel","Noord-Brabant","0413",51.6073454,5.5597505,"Adres"
2287,5464,"Veghel","","Veghel","Noord-Brabant","0413",51.630114,5.5807167,"Adres"
2288,5465,"Veghel","","Veghel","Noord-Brabant","0413",51.5895024,5.5463541,"Adres"
2289,5466,"Veghel","","Veghel","Noord-Brabant","0413",51.6045644,5.5067623,"Adres"
2290,5467,"Veghel","","Veghel","Noord-Brabant","0413",51.6233461,5.5563902,"Adres"
2291,5469,"Erp","","Veghel","Noord-Brabant","0413",51.6015073,5.6062082,"Adres + Postbus"
2292,5471,"Loosbroek","","Bernheze","Noord-Brabant","0413",51.6836819,5.5093219,"Adres"
2293,5472,"Loosbroek","","Bernheze","Noord-Brabant","0413",51.6735138,5.500741,"Adres"
2294,5473,"Heeswijk-Dinther","HEESWYK DINTHER","Bernheze","Noord-Brabant","0413",51.650278,5.475,"Adres + Postbus"
2295,5476,"Vorstenbosch","","Bernheze","Noord-Brabant","0413",51.6534974,5.5510569,"Adres"
2296,5480,"Schijndel","SCHYNDEL","Schijndel","Noord-Brabant","073",51.6191143,5.435366,"Postbus"
2297,5481,"Schijndel","SCHYNDEL","Schijndel","Noord-Brabant","073",51.6164896,5.4207226,"Adres"
2298,5482,"Schijndel","SCHYNDEL","Schijndel","Noord-Brabant","073",51.6362209,5.450768,"Adres"
2299,5490,"Sint-Oedenrode","ST OEDENRODE","Sint-Oedenrode","Noord-Brabant","0413",51.5625482,5.4595334,"Postbus"
2300,5491,"Sint-Oedenrode","ST OEDENRODE","Sint-Oedenrode","Noord-Brabant","0413",51.543373,5.5175414,"Adres"
2301,5492,"Sint-Oedenrode","ST OEDENRODE","Sint-Oedenrode","Noord-Brabant","0413",51.5519293,5.4473341,"Adres"
2302,5500,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.4209328,5.4045443,"Postbus"
2303,5501,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.421035,5.4006502,"Adres"
2304,5502,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.4241302,5.4191278,"Adres"
2305,5503,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.413696,5.4170978,"Adres"
2306,5504,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.3958858,5.4038927,"Adres"
2307,5505,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.4050421,5.3764442,"Adres"
2308,5506,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.4168541,5.377101,"Adres"
2309,5507,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.4191167,5.3564305,"Adres"
2310,5508,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.4308336,5.3879247,"Adres"
2311,5509,"Veldhoven","Zeelst;Oerle;Meerveldhoven","Veldhoven","Noord-Brabant","040",51.4299433,5.4072542,"Adres"
2312,5511,"Knegsel","","Eersel","Noord-Brabant","040",51.3996231,5.344687,"Adres"
2313,5512,"Vessem","","Eersel","Noord-Brabant","0497",51.4196789,5.2884532,"Adres + Postbus"
2314,5513,"Wintelre","","Eersel","Noord-Brabant","040",51.4436419,5.340608,"Adres"
2315,5520,"Eersel","","Eersel","Noord-Brabant","0497",51.3569604,5.3115562,"Postbus"
2316,5521,"Eersel","","Eersel","Noord-Brabant","0497",51.3578078,5.3159125,"Adres"
2317,5524,"Steensel","","Eersel","Noord-Brabant","0497",51.3781787,5.352071,"Adres"
2318,5525,"Duizel","","Eersel","Noord-Brabant","0497",51.3689175,5.2966333,"Adres"
2319,5527,"Hapert","","Bladel","Noord-Brabant","0497",51.3685373,5.2558944,"Adres + Postbus"
2320,5528,"Hoogeloon","","Bladel","Noord-Brabant","0497",51.396699,5.2684294,"Adres"
2321,5529,"Casteren","","Bladel","Noord-Brabant","0497",51.3964385,5.2383109,"Adres"
2322,5530,"Bladel","","Bladel","Noord-Brabant","0497",51.3619505,5.2184932,"Postbus"
2323,5531,"Bladel","","Bladel","Noord-Brabant","0497",51.362963,5.2136395,"Adres"
2324,5534,"Netersel","","Bladel","Noord-Brabant","0497",51.4045925,5.2096153,"Adres"
2325,5540,"Reusel","","Reusel-De Mierden","Noord-Brabant","0497",51.3677473,5.171578,"Postbus"
2326,5541,"Reusel","","Reusel-De Mierden","Noord-Brabant","0497",51.3659873,5.1728762,"Adres"
2327,5550,"Valkenswaard","","Valkenswaard","Noord-Brabant","040",51.3501477,5.4608605,"Postbus"
2328,5551,"Valkenswaard","","Valkenswaard","Noord-Brabant","040",51.3419694,5.4323481,"Adres"
2329,5552,"Valkenswaard","","Valkenswaard","Noord-Brabant","040",51.3646743,5.4530079,"Adres"
2330,5553,"Valkenswaard","","Valkenswaard","Noord-Brabant","040",51.3610175,5.4750212,"Adres"
2331,5554,"Valkenswaard","","Valkenswaard","Noord-Brabant","040",51.3435287,5.4553599,"Adres"
2332,5555,"Valkenswaard","","Valkenswaard","Noord-Brabant","040",51.3475378,5.4821122,"Adres"
2333,5556,"Valkenswaard","","Valkenswaard","Noord-Brabant","040",51.3150257,5.4465416,"Adres"
2334,5561,"Riethoven","","Bergeijk","Noord-Brabant","040",51.3525213,5.3865427,"Adres"
2335,5563,"Westerhoven","","Bergeijk","Noord-Brabant","040",51.3314776,5.403675,"Adres"
2336,5570,"Bergeijk","BERGEYK","Bergeijk","Noord-Brabant","0497",51.3208087,5.3571702,"Postbus"
2337,5571,"Bergeijk","BERGEYK","Bergeijk","Noord-Brabant","0497",51.3197162,5.3574995,"Adres"
2338,5575,"Luyksgestel","","Bergeijk","Noord-Brabant","0497",51.2893698,5.3258872,"Adres + Postbus"
2339,5580,"Waalre","","Waalre","Noord-Brabant","040",51.4319167,5.4175198,"Postbus"
2340,5581,"Waalre","","Waalre","Noord-Brabant","040",51.3836688,5.4404849,"Adres"
2341,5582,"Waalre","","Waalre","Noord-Brabant","040",51.3904409,5.4645541,"Adres"
2342,5583,"Waalre","","Waalre","Noord-Brabant","040",51.3916919,5.4940602,"Adres"
2343,5590,"Heeze","","Heeze-Leende","Noord-Brabant","040",51.3812802,5.587193,"Postbus"
2344,5591,"Heeze","","Heeze-Leende","Noord-Brabant","040",51.3809718,5.5758263,"Adres"
2345,5595,"Leende","","Heeze-Leende","Noord-Brabant","040",51.3494735,5.5525049,"Adres + Postbus"
2346,5600,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.473798,5.452834,"Postbus"
2347,5601,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.473798,5.452834,"Postbus"
2348,5602,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.473798,5.452834,"Postbus"
2349,5604,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.473798,5.452834,"Postbus"
2350,5605,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.473798,5.452834,"Postbus"
2351,5611,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4370843,5.4802261,"Adres"
2352,5612,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4478224,5.475826,"Adres"
2353,5613,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4416978,5.4941622,"Adres"
2354,5614,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4272742,5.4929446,"Adres"
2355,5615,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4281798,5.4735916,"Adres"
2356,5616,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4379878,5.4608707,"Adres"
2357,5617,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4467308,5.4568881,"Adres"
2358,5621,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4553246,5.4561304,"Adres"
2359,5622,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4588634,5.4649669,"Adres"
2360,5623,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4582607,5.4778796,"Adres"
2361,5624,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4699053,5.4541018,"Adres"
2362,5625,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4728423,5.4758603,"Adres"
2363,5626,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4818459,5.4238586,"Adres"
2364,5627,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.48617,5.444252,"Adres"
2365,5628,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4794439,5.4755291,"Adres"
2366,5629,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.490189,5.4711208,"Adres"
2367,5631,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4570505,5.5037117,"Adres"
2368,5632,"Eindhoven","","Eindhoven","Noord-Brabant","040",51.4757749,5.4976308,"Adres"
